Id,Rank,RankInten,RankOldAndNew,MovieCd,MovieNm,OpenDt,SalesAmt,SalesShare,SalesInten,SalesChange,SalesAcc,AudiCnt,AudiInten,AudiChange,AudiAcc,ScrnCnt,ShowCnt
5531,1,0,NEW,20191951,"블랙 위도우",2021-07-07,1975910660,77.8,1975910660,100,1993685660,196233,196233,100,197418,2465,5597
5532,2,-1,OLD,20192696,"발신제한",2021-06-23,195278680,7.7,-109137790,-35.9,7763767010,20726,-11193,-35.1,815775,969,2574
5533,3,-1,OLD,20216362,"크루엘라",2021-05-26,152551100,6,-107660610,-41.4,17256631360,15584,-10881,-41.1,1783843,882,1749
5534,4,-1,OLD,20204261,"콰이어트 플레이스 2",2021-06-16,66831210,2.6,-84182420,-55.7,8087391810,6926,-8534,-55.2,815608,572,1083
5535,5,0,OLD,20217950,"킬러의 보디가드 2",2021-06-23,30460820,1.2,-33816070,-52.6,3676823890,3176,-3351,-51.3,373637,431,744
5536,6,-2,OLD,20198161,"미드나이트",2021-06-30,21925220,0.9,-38237950,-63.6,881988990,2358,-4448,-65.4,100991,410,641
5537,7,-1,OLD,20216685,"루카",2021-06-17,20068000,0.8,-16122710,-44.5,3107383940,2295,-1600,-41.1,339098,255,366
5538,8,0,OLD,20204790,"인 더 하이츠",2021-06-30,12669790,0.5,-11897970,-48.4,456783970,1358,-1193,-46.8,49585,259,359
5539,9,0,OLD,20218345,"괴기맨숀",2021-06-30,11696000,0.5,-10686800,-47.7,205487900,1151,-1115,-49.2,20520,82,121
5540,10,-3,OLD,20217736,"컨저링3: 악마가 시켰다",2021-06-03,10346380,0.4,-14587330,-58.5,7949068860,1077,-1500,-58.2,791785,82,130
5541,1,0,OLD,20191951,"블랙 위도우",2021-07-07,1805005240,82.7,-170905420,-8.6,3798690900,184130,-12103,-6.2,381548,2414,10878
5542,2,0,OLD,20192696,"발신제한",2021-06-23,123922370,5.7,-71356310,-36.5,7887689380,12904,-7822,-37.7,828679,617,1545
5543,3,0,OLD,20216362,"크루엘라",2021-05-26,115122520,5.3,-37428580,-24.5,17371753880,11628,-3956,-25.4,1795471,507,1146
5544,4,0,OLD,20204261,"콰이어트 플레이스 2",2021-06-16,42299830,1.9,-24531380,-36.7,8129691640,4276,-2650,-38.3,819884,352,531
5545,5,0,NEW,20218827,"BIFAN2021 판타스틱 단편 걸작선 1"," ",8880000,0.4,8880000,100,8880000,1776,1776,100,1776,3,14
5546,6,1,OLD,20216685,"루카",2021-06-17,9813040,0.4,-10254960,-51.1,3117196980,1199,-1096,-47.8,340297,125,157
5547,7,2,OLD,20218345,"괴기맨숀",2021-06-30,11975700,0.5,279700,2.4,217463600,1156,5,0.4,21676,65,97
5548,8,-3,OLD,20217950,"킬러의 보디가드 2",2021-06-23,9307960,0.4,-21152860,-69.4,3686131850,937,-2239,-70.5,374574,153,198
5549,9,-3,OLD,20198161,"미드나이트",2021-06-30,8660290,0.4,-13264930,-60.5,890649280,935,-1423,-60.3,101926,207,253
5550,10,0,OLD,20217736,"컨저링3: 악마가 시켰다",2021-06-03,6164470,0.3,-4181910,-40.4,7955233330,617,-460,-42.7,792402,47,70
5551,1,0,OLD,20191951,"블랙 위도우",2021-07-07,2109493520,83,304488280,16.9,5908184420,204408,20278,11,585956,2476,11338
5552,2,0,OLD,20192696,"발신제한",2021-06-23,138468890,5.4,14546520,11.7,8026158270,13959,1055,8.2,842638,625,1554
5553,3,0,OLD,20216362,"크루엘라",2021-05-26,133453070,5.2,18330550,15.9,17505206950,12983,1355,11.7,1808454,522,1179
5554,4,0,OLD,20204261,"콰이어트 플레이스 2",2021-06-16,53942290,2.1,11642460,27.5,8183633930,5235,959,22.4,825119,372,566
5555,5,0,OLD,20218827,"BIFAN2021 판타스틱 단편 걸작선 1"," ",11260000,0.4,2380000,26.8,20140000,2252,476,26.8,4028,6,24
5556,6,0,OLD,20216685,"루카",2021-06-17,11968810,0.5,2155770,22,3129165790,1372,173,14.4,341669,154,181
5557,7,0,OLD,20218345,"괴기맨숀",2021-06-30,13114000,0.5,1138300,9.5,230577600,1239,83,7.2,22915,59,95
5558,8,3,OLD,20217364,"이번엔 잘 되겠지",2021-07-08,10398600,0.4,5827100,127.5,16311100,1191,670,128.6,1861,47,55
5559,9,-1,OLD,20217950,"킬러의 보디가드 2",2021-06-23,10477550,0.4,1169590,12.6,3696609400,1003,66,7,375577,140,180
5560,10,-1,OLD,20198161,"미드나이트",2021-06-30,7389270,0.3,-1271020,-14.7,898038550,775,-160,-17.1,102701,167,199
5561,1,0,OLD,20191951,"블랙 위도우",2021-07-07,4424740380,82.4,2315246860,109.8,10332924800,430030,225622,110.4,1015986,2528,12143
5562,2,0,OLD,20192696,"발신제한",2021-06-23,275578950,5.1,137110060,99,8301737220,27649,13690,98.1,870287,680,1577
5563,3,0,OLD,20216362,"크루엘라",2021-05-26,253591990,4.7,120138920,90,17758798940,24778,11795,90.8,1833232,535,1180
5564,4,0,NEW,20218364,"랑종",2021-07-14,110014230,2,110014230,100,143547230,10145,10145,100,13619,162,192
5565,5,-1,OLD,20204261,"콰이어트 플레이스 2",2021-06-16,97755200,1.8,43812910,81.2,8281389130,9605,4370,83.5,834724,382,559
5566,6,0,OLD,20216685,"루카",2021-06-17,68245570,1.3,56276760,470.2,3197411360,7406,6034,439.8,349075,357,548
5567,7,-2,OLD,20218827,"BIFAN2021 판타스틱 단편 걸작선 1"," ",24795000,0.5,13535000,120.2,44935000,4959,2707,120.2,8987,6,45
5568,8,-1,OLD,20218345,"괴기맨숀",2021-06-30,20929400,0.4,7815400,59.6,251507000,1951,712,57.5,24866,60,92
5569,9,2,OLD,20217736,"컨저링3: 악마가 시켰다",2021-06-03,16487180,0.3,8941840,118.5,7979265850,1650,932,129.8,794770,55,86
5570,10,0,OLD,20198161,"미드나이트",2021-06-30,13188640,0.2,5799370,78.5,911227190,1425,650,83.9,104126,142,179
5571,1,0,OLD,20191951,"블랙 위도우",2021-07-07,3571578730,76.2,-853161650,-19.3,13904503530,350093,-79937,-18.6,1366079,2501,11176
5572,2,2,OLD,20218364,"랑종",2021-07-14,373526650,8,263512420,239.5,517073880,34093,23948,236.1,47712,496,623
5573,3,-1,OLD,20192696,"발신제한",2021-06-23,237649320,5.1,-37929630,-13.8,8539386540,23988,-3661,-13.2,894275,663,1454
5574,4,-1,OLD,20216362,"크루엘라",2021-05-26,231040140,4.9,-22551850,-8.9,17989839080,22833,-1945,-7.8,1856065,541,1107
5575,5,1,OLD,20216685,"루카",2021-06-17,74593980,1.6,6348410,9.3,3272005340,8122,716,9.7,357197,360,556
5576,6,-1,OLD,20204261,"콰이어트 플레이스 2",2021-06-16,80360360,1.7,-17394840,-17.8,8361749490,7926,-1679,-17.5,842650,373,525
5577,7,0,OLD,20218827,"BIFAN2021 판타스틱 단편 걸작선 1"," ",22350000,0.5,-2445000,-9.9,67285000,4470,-489,-9.9,13457,6,40
5578,8,0,OLD,20218345,"괴기맨숀",2021-06-30,18929800,0.4,-1999600,-9.6,270436800,1816,-135,-6.9,26682,62,91
5579,9,0,OLD,20217736,"컨저링3: 악마가 시켰다",2021-06-03,14576140,0.3,-1911040,-11.6,7993841990,1477,-173,-10.5,796247,58,85
5580,10,1,OLD,20217950,"킬러의 보디가드 2",2021-06-23,12804490,0.3,71170,0.6,3722147210,1257,2,0.2,378089,116,152
5581,1,0,OLD,20191951,"블랙 위도우",2021-07-07,955246000,78.4,-2616332730,-73.3,14859749530,96545,-253548,-72.4,1462624,2322,8869
5582,2,2,OLD,20216362,"크루엘라",2021-05-26,85313270,7,-145726870,-63.1,18075152350,8580,-14253,-62.4,1864645,509,1074
5583,3,0,OLD,20192696,"발신제한",2021-06-23,80230040,6.6,-157419280,-66.2,8619616580,8271,-15717,-65.5,902546,601,1362
5584,4,2,OLD,20204261,"콰이어트 플레이스 2",2021-06-16,30783040,2.5,-49577320,-61.7,8392532530,3074,-4852,-61.2,845724,371,490
5585,5,2,OLD,20218827,"BIFAN2021 판타스틱 단편 걸작선 1"," ",8540000,0.7,-13810000,-61.8,75825000,1708,-2762,-61.8,15165,3,13
5586,6,2,OLD,20218345,"괴기맨숀",2021-06-30,9190500,0.8,-9739300,-51.4,279627300,914,-902,-49.7,27596,56,83
5587,7,-2,OLD,20216685,"루카",2021-06-17,7356110,0.6,-67237870,-90.1,3279361450,848,-7274,-89.6,358045,135,161
5588,8,2,OLD,20217950,"킬러의 보디가드 2",2021-06-23,6049290,0.5,-6755200,-52.8,3728196500,605,-652,-51.9,378694,109,139
5589,9,3,OLD,20217364,"이번엔 잘 되겠지",2021-07-08,5162500,0.4,-2997000,-36.7,37940500,540,-378,-41.2,4246,41,48
5590,10,-1,OLD,20217736,"컨저링3: 악마가 시켰다",2021-06-03,5165260,0.4,-9410880,-64.6,7999007250,508,-969,-65.6,796755,57,74
5591,1,0,OLD,20191951,"블랙 위도우",2021-07-07,807164910,74.3,-148081090,-15.5,15666914440,81611,-14934,-15.5,1544235,2310,8657
5592,2,0,OLD,20216362,"크루엘라",2021-05-26,91690880,8.4,6377610,7.5,18166843230,9244,664,7.7,1873889,519,1109
5593,3,0,OLD,20192696,"발신제한",2021-06-23,76575820,7,-3654220,-4.6,8696192400,8028,-243,-2.9,910574,626,1364
5594,4,0,OLD,20204261,"콰이어트 플레이스 2",2021-06-16,31774300,2.9,991260,3.2,8424306830,3196,122,4,848920,372,508
5595,5,0,OLD,20218827,"BIFAN2021 판타스틱 단편 걸작선 1"," ",8540000,0.8,0,0,84365000,1708,0,0,16873,3,13
5596,6,0,OLD,20218345,"괴기맨숀",2021-06-30,13755000,1.3,4564500,49.7,293382300,1418,504,55.1,29014,61,85
5597,7,0,OLD,20216685,"루카",2021-06-17,10765340,1,3409230,46.3,3290126790,1328,480,56.6,359373,149,182
5598,8,0,OLD,20217950,"킬러의 보디가드 2",2021-06-23,6692310,0.6,643020,10.6,3734888810,703,98,16.2,379397,120,152
5599,9,1,OLD,20217736,"컨저링3: 악마가 시켰다",2021-06-03,6116650,0.6,951390,18.4,8005123900,615,107,21.1,797370,58,79
5600,10,1,OLD,20198161,"미드나이트",2021-06-30,4294240,0.4,1467770,51.9,927551870,444,129,41,105880,105,126
5601,1,0,NEW,20218364,"랑종",2021-07-14,1282600530,52.1,1282600530,100,1799674410,129937,129937,100,177649,1328,4539
5602,2,-1,OLD,20191951,"블랙 위도우",2021-07-07,822872250,33.4,15707340,1.9,16489786690,83412,1801,2.2,1627647,1542,5578
5603,3,0,NEW,20218348,"이스케이프 룸 2: 노 웨이 아웃",2021-07-14,162732970,6.6,162732970,100,167140970,17384,17384,100,17874,674,2005
5604,4,-2,OLD,20216362,"크루엘라",2021-05-26,47701110,1.9,-43989770,-48,18214544340,4930,-4314,-46.7,1878819,349,500
5605,5,-2,OLD,20192696,"발신제한",2021-06-23,33210860,1.3,-43364960,-56.6,8729403260,3617,-4411,-54.9,914191,410,580
5606,6,0,NEW,20218333,"꽃다발 같은 사랑을 했다",2021-07-14,31050280,1.3,31050280,100,86248280,3555,3555,100,9733,186,248
5607,7,0,NEW,20217024,"오필리아",2021-07-14,13279510,0.5,13279510,100,16567510,1597,1597,100,1983,104,155
5608,8,-3,OLD,20218827,"BIFAN2021 판타스틱 단편 걸작선 1"," ",7615000,0.3,-925000,-10.8,91980000,1523,-185,-10.8,18396,5,13
5609,9,-5,OLD,20204261,"콰이어트 플레이스 2",2021-06-16,8218230,0.3,-23556070,-74.1,8432525060,829,-2367,-74.1,849749,102,121
5610,10,-3,OLD,20216685,"루카",2021-06-17,5879750,0.2,-4885590,-45.4,3296006540,755,-573,-43.1,360128,78,88
5611,1,0,OLD,20218364,"랑종",2021-07-14,758995840,43.5,-523604690,-40.8,2558670250,75799,-54138,-41.7,253448,1338,4457
5612,2,0,OLD,20191951,"블랙 위도우",2021-07-07,656102350,37.6,-166769900,-20.3,17145889040,66076,-17336,-20.8,1693723,1468,5188
5613,3,0,OLD,20218348,"이스케이프 룸 2: 노 웨이 아웃",2021-07-14,151842390,8.7,-10890580,-6.7,318983360,15973,-1411,-8.1,33847,685,1863
5614,4,0,OLD,20216362,"크루엘라",2021-05-26,45672740,2.6,-2028370,-4.3,18260217080,4671,-259,-5.3,1883490,311,387
5615,5,0,OLD,20192696,"발신제한",2021-06-23,31272180,1.8,-1938680,-5.8,8760675440,3440,-177,-4.9,917631,370,470
5616,6,0,OLD,20218333,"꽃다발 같은 사랑을 했다",2021-07-14,21758860,1.2,-9291420,-29.9,108007140,2405,-1150,-32.3,12138,184,217
5617,7,0,NEW,20217490,"스페이스 잼: 새로운 시대",2021-07-15,16639480,1,16639480,100,17764480,1824,1824,100,1949,408,566
5618,8,0,OLD,20218827,"BIFAN2021 판타스틱 단편 걸작선 1"," ",8020000,0.5,405000,5.3,100000000,1604,81,5.3,20000,5,14
5619,9,-2,OLD,20217024,"오필리아",2021-07-14,10606840,0.6,-2672670,-20.1,27174350,1266,-331,-20.7,3249,115,151
5620,10,0,OLD,20216685,"루카",2021-06-17,5692100,0.3,-187650,-3.2,3301698640,798,43,5.7,360926,64,70
5621,1,1,OLD,20191951,"블랙 위도우",2021-07-07,916815850,43.1,260713500,39.7,18062704890,88114,22038,33.4,1781837,1483,5366
5622,2,-1,OLD,20218364,"랑종",2021-07-14,799061260,37.6,40065420,5.3,3357731510,75344,-455,-0.6,328792,1384,4650
5623,3,0,OLD,20218348,"이스케이프 룸 2: 노 웨이 아웃",2021-07-14,193370510,9.1,41528120,27.3,512353870,19572,3599,22.5,53419,682,1857
5624,4,0,OLD,20216362,"크루엘라",2021-05-26,73519890,3.5,27847150,61,18333736970,7252,2581,55.3,1890742,337,443
5625,5,0,OLD,20192696,"발신제한",2021-06-23,40535060,1.9,9262880,29.6,8801210500,4181,741,21.5,921812,370,481
5626,6,0,OLD,20218333,"꽃다발 같은 사랑을 했다",2021-07-14,23227840,1.1,1468980,6.8,131234980,2330,-75,-3.1,14468,194,234
5627,7,0,OLD,20217490,"스페이스 잼: 새로운 시대",2021-07-15,18321770,0.9,1682290,10.1,36086250,1910,86,4.7,3859,411,557
5628,8,3,OLD,20204261,"콰이어트 플레이스 2",2021-06-16,11915990,0.6,4108600,52.6,8452248440,1202,411,52,851742,94,104
5629,9,0,OLD,20217024,"오필리아",2021-07-14,10549420,0.5,-57420,-0.5,37723770,1179,-87,-6.9,4428,117,155
5630,10,0,OLD,20216685,"루카",2021-06-17,7074740,0.3,1382640,24.3,3308773380,897,99,12.4,361823,75,85
5631,1,0,OLD,20191951,"블랙 위도우",2021-07-07,1960818670,48.3,1044002820,113.9,20023523560,187412,99298,112.7,1969249,1577,5932
5632,2,0,OLD,20218364,"랑종",2021-07-14,1395073870,34.4,596012610,74.6,4752805380,131923,56579,75.1,460715,1403,5140
5633,3,0,OLD,20218348,"이스케이프 룸 2: 노 웨이 아웃",2021-07-14,303091680,7.5,109721170,56.7,815445550,29944,10372,53,83363,724,1765
5634,4,0,OLD,20216362,"크루엘라",2021-05-26,115503620,2.8,41983730,57.1,18449240590,11249,3997,55.1,1901991,367,509
5635,5,0,OLD,20192696,"발신제한",2021-06-23,63446710,1.6,22911650,56.5,8864657210,6458,2277,54.5,928270,419,524
5636,6,1,OLD,20217490,"스페이스 잼: 새로운 시대",2021-07-15,46584860,1.1,28263090,154.3,82671110,5054,3144,164.6,8913,521,737
5637,7,-1,OLD,20218333,"꽃다발 같은 사랑을 했다",2021-07-14,31486220,0.8,8258380,35.6,162721200,3052,722,31,17520,198,245
5638,8,2,OLD,20216685,"루카",2021-06-17,23134740,0.6,16060000,227,3331908120,2499,1602,178.6,364322,140,174
5639,9,0,OLD,20217024,"오필리아",2021-07-14,20269570,0.5,9720150,92.1,57993340,2096,917,77.8,6524,111,153
5640,10,-2,OLD,20204261,"콰이어트 플레이스 2",2021-06-16,17898840,0.4,5982850,50.2,8470147280,1693,491,40.8,853435,104,117
5641,1,0,OLD,20191951,"블랙 위도우",2021-07-07,1770778800,50.3,-190039870,-9.7,21794302360,169993,-17419,-9.3,2139242,1572,5893
5642,2,0,OLD,20218364,"랑종",2021-07-14,1041837630,29.6,-353236240,-25.3,5794643010,97884,-34039,-25.8,558599,1353,4915
5643,3,0,OLD,20218348,"이스케이프 룸 2: 노 웨이 아웃",2021-07-14,296300300,8.4,-6791380,-2.2,1111745850,29082,-862,-2.9,112445,728,1778
5644,4,0,OLD,20216362,"크루엘라",2021-05-26,129592220,3.7,14088600,12.2,18578832810,12700,1451,12.9,1914691,385,554
5645,5,0,OLD,20192696,"발신제한",2021-06-23,67386180,1.9,3939470,6.2,8932043390,6922,464,7.2,935192,424,542
5646,6,0,OLD,20217490,"스페이스 잼: 새로운 시대",2021-07-15,46911020,1.3,326160,0.7,129582130,5130,76,1.5,14043,511,716
5647,7,0,OLD,20218333,"꽃다발 같은 사랑을 했다",2021-07-14,34593120,1,3106900,9.9,197314320,3286,234,7.7,20806,196,245
5648,8,0,OLD,20216685,"루카",2021-06-17,25733250,0.7,2598510,11.2,3357641370,2787,288,11.5,367109,142,186
5649,9,1,OLD,20204261,"콰이어트 플레이스 2",2021-06-16,18813240,0.5,914400,5.1,8488960520,1786,93,5.5,855221,105,122
5650,10,-1,OLD,20217024,"오필리아",2021-07-14,13279670,0.4,-6989900,-34.5,71273010,1484,-612,-29.2,8008,116,155
5651,1,0,OLD,20191951,"블랙 위도우",2021-07-07,534709340,45.7,-1236069460,-69.8,22329011700,54792,-115201,-67.8,2194034,1426,5149
5652,2,0,OLD,20218364,"랑종",2021-07-14,365502330,31.2,-676335300,-64.9,6160145340,36060,-61824,-63.2,594659,1220,4139
5653,3,0,OLD,20218348,"이스케이프 룸 2: 노 웨이 아웃",2021-07-14,114825370,9.8,-181474930,-61.2,1226571220,11778,-17304,-59.5,124223,670,1630
5654,4,0,OLD,20216362,"크루엘라",2021-05-26,58304210,5,-71288010,-55,18637137020,5961,-6739,-53.1,1920652,382,576
5655,5,0,OLD,20192696,"발신제한",2021-06-23,28000880,2.4,-39385300,-58.4,8960044270,3060,-3862,-55.8,938252,379,514
5656,6,1,OLD,20218333,"꽃다발 같은 사랑을 했다",2021-07-14,17234570,1.5,-17358550,-50.2,214548890,1800,-1486,-45.2,22606,186,246
5657,7,-1,OLD,20217490,"스페이스 잼: 새로운 시대",2021-07-15,11136540,1,-35774480,-76.3,140718670,1245,-3885,-75.7,15288,322,402
5658,8,2,OLD,20217024,"오필리아",2021-07-14,6732210,0.6,-6547460,-49.3,78005220,790,-694,-46.8,8798,100,140
5659,9,0,OLD,20204261,"콰이어트 플레이스 2",2021-06-16,6935180,0.6,-11878060,-63.1,8495895700,706,-1080,-60.5,855927,91,109
5660,10,-2,OLD,20216685,"루카",2021-06-17,5202400,0.4,-20530850,-79.8,3362843770,578,-2209,-79.3,367687,70,77
5661,1,0,OLD,20191951,"블랙 위도우",2021-07-07,487201710,44.5,-47507630,-8.9,22816213410,49813,-4979,-9.1,2243847,1449,5102
5662,2,0,OLD,20218364,"랑종",2021-07-14,301424540,27.5,-64077790,-17.5,6461569880,29878,-6182,-17.1,624537,1214,3982
5663,3,0,OLD,20218348,"이스케이프 룸 2: 노 웨이 아웃",2021-07-14,115485460,10.5,660090,0.6,1342056680,11971,193,1.6,136194,685,1603
5664,4,0,OLD,20216362,"크루엘라",2021-05-26,62550180,5.7,4245970,7.3,18699687200,6438,477,8,1927090,384,580
5665,5,0,OLD,20192696,"발신제한",2021-06-23,26870480,2.5,-1130400,-4,8986914750,2919,-141,-4.6,941171,376,510
5666,6,0,OLD,20218333,"꽃다발 같은 사랑을 했다",2021-07-14,19623430,1.8,2388860,13.9,234172320,2025,225,12.5,24631,189,242
5667,7,0,NEW,20202185,"방법: 재차의",2021-07-28,18042000,1.6,18042000,100,19509000,2006,2006,100,2169,9,13
5668,8,-1,OLD,20217490,"스페이스 잼: 새로운 시대",2021-07-15,9893630,0.9,-1242910,-11.2,150612300,1119,-126,-10.1,16407,322,393
5669,9,-1,OLD,20217024,"오필리아",2021-07-14,7988670,0.7,1256460,18.7,85993890,941,151,19.1,9739,107,148
5670,10,-1,OLD,20204261,"콰이어트 플레이스 2",2021-06-16,8036200,0.7,1101020,15.9,8503931900,828,122,17.3,856755,94,109
5671,1,0,NEW,20218391,"보스 베이비 2",2021-07-21,505292360,34.7,505292360,100,505292360,57912,57912,100,57912,1095,4013
5672,2,-1,OLD,20191951,"블랙 위도우",2021-07-07,443476660,30.4,-43725050,-9,23259690070,45736,-4077,-8.2,2289583,1248,4243
5673,3,-1,OLD,20218364,"랑종",2021-07-14,250426080,17.2,-50998460,-16.9,6711995960,24743,-5135,-17.2,649280,874,2674
5674,4,-1,OLD,20218348,"이스케이프 룸 2: 노 웨이 아웃",2021-07-14,70088110,4.8,-45397350,-39.3,1412144790,7183,-4788,-40,143377,539,826
5675,5,-1,OLD,20216362,"크루엘라",2021-05-26,42626000,2.9,-19924180,-31.9,18742313200,4651,-1787,-27.8,1931741,310,426
5676,6,0,NEW,20218567,"아이스 로드",2021-07-21,31979360,2.2,31979360,100,33077360,3496,3496,100,3618,340,553
5677,7,0,NEW,20200237,"호스트: 접속금지",2021-07-21,20749900,1.4,20749900,100,20749900,2413,2413,100,2413,148,273
5678,8,-3,OLD,20192696,"발신제한",2021-06-23,13604430,0.9,-13266050,-49.4,9000519180,1787,-1132,-38.8,942958,169,209
5679,9,0,NEW,20218647,"액션히어로",2021-07-21,8749900,0.6,8749900,100,12943900,1051,1051,100,1517,101,141
5680,10,10,OLD,20030074,"이도공간",2003-06-05,8840200,0.6,7490200,554.8,11375200,997,847,564.7,1306,83,136
5681,1,0,OLD,20218391,"보스 베이비 2",2021-07-21,361629570,27.4,-143662790,-28.4,866921930,41498,-16414,-28.3,99410,1133,3951
5682,2,0,OLD,20191951,"블랙 위도우",2021-07-07,397530650,30.1,-45946010,-10.4,23657220720,41101,-4635,-10.1,2330684,1235,4152
5683,3,0,OLD,20218364,"랑종",2021-07-14,213121890,16.2,-37304190,-14.9,6925117850,21043,-3700,-15,670323,838,2521
5684,4,0,NEW,20218420,"은혼 더 파이널",2021-07-22,72190380,5.5,72190380,100,93310860,7996,7996,100,9969,170,393
5685,5,-1,OLD,20218348,"이스케이프 룸 2: 노 웨이 아웃",2021-07-14,65799460,5,-4288650,-6.1,1477944250,6764,-419,-5.8,150141,511,774
5686,6,-1,OLD,20216362,"크루엘라",2021-05-26,42413990,3.2,-212010,-0.5,18784727190,4356,-295,-6.3,1936097,308,434
5687,7,-1,OLD,20218567,"아이스 로드",2021-07-21,27228490,2.1,-4750870,-14.9,60305850,2964,-532,-15.2,6582,328,512
5688,8,0,NEW,20204117,"모가디슈",2021-07-28,28593000,2.2,28593000,100,28593000,2948,2948,100,2948,8,15
5689,9,-2,OLD,20200237,"호스트: 접속금지",2021-07-21,15830900,1.2,-4919000,-23.7,36580800,1871,-542,-22.5,4284,133,251
5690,10,-2,OLD,20192696,"발신제한",2021-06-23,9778380,0.7,-3826050,-28.1,9010297560,1070,-717,-40.1,944028,163,201
5691,1,1,OLD,20191951,"블랙 위도우",2021-07-07,506164600,34.6,108633950,27.3,24163385320,49186,8085,19.7,2379870,1262,4364
5692,2,-1,OLD,20218391,"보스 베이비 2",2021-07-21,415202030,28.4,53572460,14.8,1282123960,44857,3359,8.1,144267,1157,4103
5693,3,0,OLD,20218364,"랑종",2021-07-14,239293280,16.4,26171390,12.3,7164411130,22315,1272,6,692638,836,2499
5694,4,1,OLD,20218348,"이스케이프 룸 2: 노 웨이 아웃",2021-07-14,82908780,5.7,17109320,26,1560853030,8078,1314,19.4,158219,532,841
5695,5,1,OLD,20216362,"크루엘라",2021-05-26,47833510,3.3,5419520,12.8,18832560700,4698,342,7.9,1940795,318,448
5696,6,1,OLD,20218567,"아이스 로드",2021-07-21,29205850,2,1977360,7.3,89511700,3027,63,2.1,9609,340,517
5697,7,-3,OLD,20218420,"은혼 더 파이널",2021-07-22,26346050,1.8,-45844330,-63.5,119656910,2608,-5388,-67.4,12577,145,342
5698,8,1,OLD,20200237,"호스트: 접속금지",2021-07-21,15555000,1.1,-275900,-1.7,52135800,1704,-167,-8.9,5988,135,253
5699,9,1,OLD,20192696,"발신제한",2021-06-23,12689840,0.9,2911460,29.8,9022987400,1288,218,20.4,945316,162,207
5700,10,0,NEW,20135464,"마세티 킬즈",2013-11-21,7500000,0.5,7500000,100,31219060,1250,1250,100,7129,24,24
5701,1,1,OLD,20218391,"보스 베이비 2",2021-07-21,1021605430,32.7,606403400,146.1,2303729390,109305,64448,143.7,253572,1343,4997
5702,2,-1,OLD,20191951,"블랙 위도우",2021-07-07,1123627830,36,617463230,122,25287013150,106345,57159,116.2,2486215,1300,4731
5703,3,0,OLD,20218364,"랑종",2021-07-14,458122630,14.7,218829350,91.4,7622533760,42436,20121,90.2,735074,798,2553
5704,4,0,OLD,20218348,"이스케이프 룸 2: 노 웨이 아웃",2021-07-14,160837490,5.1,77928710,94,1721690520,15425,7347,91,173644,562,887
5705,5,0,OLD,20216362,"크루엘라",2021-05-26,93593370,3,45759860,95.7,18926154070,9012,4314,91.8,1949807,345,514
5706,6,0,OLD,20218567,"아이스 로드",2021-07-21,58994090,1.9,29788240,102,148505790,5931,2904,95.9,15540,344,509
5707,7,0,OLD,20218420,"은혼 더 파이널",2021-07-22,28966060,0.9,2620010,9.9,148622970,2862,254,9.7,15439,153,342
5708,8,0,OLD,20200237,"호스트: 접속금지",2021-07-21,26364700,0.8,10809700,69.5,78500500,2586,882,51.8,8574,147,254
5709,9,0,NEW,20204117,"모가디슈",2021-07-28,21246000,0.7,21246000,100,49839000,2359,2359,100,5307,22,22
5710,10,-1,OLD,20192696,"발신제한",2021-06-23,18408840,0.6,5719000,45.1,9041396240,1876,588,45.7,947192,153,196
5711,1,0,OLD,20218391,"보스 베이비 2",2021-07-21,961158580,33.7,-60446850,-5.9,3264887970,102690,-6615,-6.1,356262,1338,4909
5712,2,0,OLD,20191951,"블랙 위도우",2021-07-07,999857940,35.1,-123769890,-11,26286871090,95843,-10502,-9.9,2582058,1295,4633
5713,3,0,OLD,20218364,"랑종",2021-07-14,372773850,13.1,-85348780,-18.6,7995307610,34511,-7925,-18.7,769585,794,2454
5714,4,0,OLD,20218348,"이스케이프 룸 2: 노 웨이 아웃",2021-07-14,156553470,5.5,-4284020,-2.7,1878243990,15010,-415,-2.7,188654,571,890
5715,5,0,OLD,20216362,"크루엘라",2021-05-26,93761750,3.3,168380,0.2,19019915820,9114,102,1.1,1958921,350,504
5716,6,0,OLD,20218567,"아이스 로드",2021-07-21,57262250,2,-1731840,-2.9,205768040,5733,-198,-3.3,21273,336,495
5717,7,2,OLD,20204117,"모가디슈",2021-07-28,38412000,1.3,17166000,80.8,88251000,4268,1909,80.9,9575,38,38
5718,8,0,OLD,20200237,"호스트: 접속금지",2021-07-21,24104500,0.8,-2260200,-8.6,102605000,2380,-206,-8,10954,141,237
5719,9,-2,OLD,20218420,"은혼 더 파이널",2021-07-22,23623100,0.8,-5342960,-18.4,172246070,2342,-520,-18.2,17781,148,315
5720,10,0,OLD,20192696,"발신제한",2021-06-23,18132520,0.6,-276320,-1.5,9059528760,1871,-5,-0.3,949063,159,207
5721,1,0,OLD,20218391,"보스 베이비 2",2021-07-21,341856220,32.8,-619302360,-64.4,3606744190,39105,-63585,-61.9,395367,1118,3944
5722,2,0,OLD,20191951,"블랙 위도우",2021-07-07,344043690,33,-655814250,-65.6,26630914780,34974,-60869,-63.5,2617032,1192,4049
5723,3,0,OLD,20218364,"랑종",2021-07-14,139515870,13.4,-233257980,-62.6,8134823480,13701,-20810,-60.3,783286,718,2089
